FID;Shape *;GMDNR;CODE_ISO;GMDNAME;AREA_HA;ACODE;ACAT;ANAME;E_CNTR;N_CNTR
655;Polygon;544;CH;Moosseedorf;638;351;2;Bern;2603300;1207200
656;Polygon;546;CH;Münchenbuchsee;881;351;4;Bern;2600900;1207800
657;Polygon;5471;CH;Bettens;374;5586;4;Lausanne;2534000;1164400
658;Polygon;5472;CH;Bournens;391;5586;4;Lausanne;2532900;1161800
659;Polygon;5473;CH;Boussens;316;5586;4;Lausanne;2534400;1161700
660;Polygon;5474;CH;La Chaux (Cossonay);674;5586;4;Lausanne;2526000;1163400
661;Polygon;5475;CH;Chavannes-le-Veyron;264;5586;4;Lausanne;2524300;1162100
662;Polygon;5476;CH;Chevilly;389;5586;4;Lausanne;2526300;1166200
663;Polygon;5477;CH;Cossonay;828;5586;4;Lausanne;2528700;1162900
664;Polygon;5479;CH;Cuarnens;713;5586;4;Lausanne;2523400;1164300
665;Polygon;5480;CH;Daillens;552;5586;4;Lausanne;2531800;1163600
666;Polygon;5481;CH;Dizy;304;5586;4;Lausanne;2527800;1165300
667;Polygon;5482;CH;Eclépens;580;5586;4;Lausanne;2530100;1167200
668;Polygon;5483;CH;Ferreyres;316;5586;4;Lausanne;2527000;1167900
669;Polygon;5484;CH;Gollion;545;5586;4;Lausanne;2528700;1159800
670;Polygon;5485;CH;Grancy;567;5586;4;Lausanne;2525400;1160600
671;Polygon;5486;CH;L'Isle;1622;5586;4;Lausanne;2521300;1163000
672;Polygon;5487;CH;Lussery-Villars;374;5586;4;Lausanne;2530100;1164800
673;Polygon;5488;CH;Mauraz;50;5586;4;Lausanne;2522300;1162000
674;Polygon;5489;CH;Mex (VD);283;5586;4;Lausanne;2532000;1158900
675;Polygon;5492;CH;Montricher;2602;5586;4;Lausanne;2518700;1161500
676;Polygon;5493;CH;Orny;555;5586;4;Lausanne;2530200;1168900
677;Polygon;5495;CH;Penthalaz;387;5586;4;Lausanne;2530200;1162900
678;Polygon;5496;CH;Penthaz;384;5586;4;Lausanne;2531000;1161400
679;Polygon;5498;CH;La Sarraz;770;5586;4;Lausanne;2529100;1167800
680;Polygon;5499;CH;Senarclens;397;5586;4;Lausanne;2527200;1161500
681;Polygon;55;CH;Eglisau;906;261;4;Zürich;2681600;1269900
682;Polygon;5501;CH;Sullens;391;5586;4;Lausanne;2533100;1160600
683;Polygon;5503;CH;Vufflens-la-Ville;538;5586;4;Lausanne;2531100;1158900
684;Polygon;551;CH;Urtenen-Schönbühl;719;351;2;Bern;2604500;1208500
685;Polygon;5511;CH;Assens;846;5586;4;Lausanne;2537500;1162700
686;Polygon;5512;CH;Bercher;427;5586;4;Lausanne;2544300;1171400
687;Polygon;5514;CH;Bottens;688;5586;4;Lausanne;2540300;1163300
688;Polygon;5515;CH;Bretigny-sur-Morrens;287;5586;4;Lausanne;2538900;1161100
689;Polygon;5516;CH;Cugy (VD);291;5586;4;Lausanne;2538800;1159400
690;Polygon;5518;CH;Echallens;666;5586;4;Lausanne;2538400;1165800
691;Polygon;5521;CH;Etagnières;378;5586;4;Lausanne;2536700;1161300
692;Polygon;5522;CH;Fey;734;5586;4;Lausanne;2542200;1169600
693;Polygon;5523;CH;Froideville;708;5586;4;Lausanne;2542100;1161300
694;Polygon;5527;CH;Morrens (VD);367;5586;4;Lausanne;2537800;1160300
695;Polygon;5529;CH;Oulens-sous-Echallens;587;5586;4;Lausanne;2534000;1166000
696;Polygon;553;CH;Wiggiswil;144;351;4;Bern;2602300;1208800
697;Polygon;5531;CH;Penthéréaz;568;5586;4;Lausanne;2536100;1170400
698;Polygon;5533;CH;Poliez-Pittet;501;5586;4;Lausanne;2542000;1164300
699;Polygon;5534;CH;Rueyres;200;5586;4;Lausanne;2542800;1171700
700;Polygon;5535;CH;Saint-Barthélemy (VD);412;5586;4;Lausanne;2535800;1165200
701;Polygon;5537;CH;Villars-le-Terroir;709;5586;4;Lausanne;2538800;1167600
702;Polygon;5539;CH;Vuarrens;897;5586;4;Lausanne;2539500;1170800
703;Polygon;5540;CH;Montilliez;1186;5586;4;Lausanne;2540700;1165400
704;Polygon;5541;CH;Goumoëns;1069;5586;4;Lausanne;2536100;1167800
705;Polygon;5561;CH;Grandson;785;5938;4;Yverdon-les-Bains;2539400;1184400
706;Polygon;557;CH;Zuzwil (BE);347;351;4;Bern;2602600;1211100
707;Polygon;5581;CH;Belmont-sur-Lausanne;265;5586;2;Lausanne;2541700;1152400
708;Polygon;5582;CH;Cheseaux-sur-Lausanne;459;5586;4;Lausanne;2536100;1159600
709;Polygon;5583;CH;Crissier;550;5586;2;Lausanne;2534000;1156300
710;Polygon;5584;CH;Epalinges;457;5586;2;Lausanne;2541400;1155700
711;Polygon;5585;CH;Jouxtens-Mézery;193;5586;2;Lausanne;2535600;1156000
712;Polygon;5586;CH;Lausanne;4137;5586;1;Lausanne;2538200;1152400
713;Polygon;5587;CH;Le Mont-sur-Lausanne;980;5586;2;Lausanne;2538400;1156800
714;Polygon;5588;CH;Paudex;48;5586;2;Lausanne;2541000;1150800
715;Polygon;5589;CH;Prilly;220;5586;2;Lausanne;2536100;1154100
716;Polygon;5590;CH;Pully;586;5586;2;Lausanne;2540200;1151300
717;Polygon;5591;CH;Renens (VD);295;5586;2;Lausanne;2534100;1154400
718;Polygon;5592;CH;Romanel-sur-Lausanne;288;5586;2;Lausanne;2536000;1157300
719;Polygon;56;CH;Embrach;1269;261;3;Zürich;2687100;1262000
720;Polygon;5601;CH;Chexbres;215;5586;4;Lausanne;2549200;1148100
721;Polygon;5604;CH;Forel (Lavaux);1851;5586;4;Lausanne;2548700;1154600
722;Polygon;5606;CH;Lutry;846;5586;2;Lausanne;2542300;1150500
723;Polygon;5607;CH;Puidoux;2286;5586;4;Lausanne;2549700;1150200
724;Polygon;5609;CH;Rivaz;32;5586;4;Lausanne;2549300;1147400
725;Polygon;5610;CH;Saint-Saphorin (Lavaux);89;5586;4;Lausanne;2550600;1147100
726;Polygon;5611;CH;Savigny;1601;5586;4;Lausanne;2545800;1154400
727;Polygon;5613;CH;Bourg-en-Lavaux;964;5586;4;Lausanne;2544500;1149500
728;Polygon;5621;CH;Aclens;390;5586;4;Lausanne;2528800;1157800
729;Polygon;5622;CH;Bremblens;291;5586;4;Lausanne;2529400;1155400
730;Polygon;5624;CH;Bussigny;481;5586;2;Lausanne;2532000;1155800
731;Polygon;5627;CH;Chavannes-près-Renens;165;5586;2;Lausanne;2533500;1153300
732;Polygon;5628;CH;Chigny;89;5586;2;Lausanne;2526200;1152500
733;Polygon;5629;CH;Clarmont;102;5586;4;Lausanne;2524200;1155600
734;Polygon;5631;CH;Denens;330;5586;4;Lausanne;2524700;1152400
735;Polygon;5632;CH;Denges;166;5586;2;Lausanne;2531100;1153000
736;Polygon;5633;CH;Echandens;388;5586;2;Lausanne;2531100;1154000
737;Polygon;5634;CH;Echichens;1327;5586;4;Lausanne;2527900;1153200
738;Polygon;5635;CH;Ecublens (VD);572;5586;2;Lausanne;2533000;1153500
739;Polygon;5638;CH;Lonay;372;5586;2;Lausanne;2529600;1153300
740;Polygon;5639;CH;Lully (VD);205;5586;4;Lausanne;2525300;1150900
741;Polygon;5640;CH;Lussy-sur-Morges;234;5586;4;Lausanne;2524100;1150800
742;Polygon;5642;CH;Morges;384;5586;2;Lausanne;2528100;1152000
743;Polygon;5643;CH;Préverenges;187;5586;2;Lausanne;2530100;1152200
744;Polygon;5645;CH;Romanel-sur-Morges;176;5586;4;Lausanne;2528800;1156500
745;Polygon;5646;CH;Saint-Prex;553;5586;4;Lausanne;2524600;1148300
746;Polygon;5648;CH;Saint-Sulpice (VD);186;5586;2;Lausanne;2532400;1151400
747;Polygon;5649;CH;Tolochenaz;159;5586;2;Lausanne;2526000;1150900
748;Polygon;5650;CH;Vaux-sur-Morges;210;5586;4;Lausanne;2525200;1154300
749;Polygon;5651;CH;Villars-Sainte-Croix;165;5586;2;Lausanne;2532800;1157800
750;Polygon;5652;CH;Villars-sous-Yens;304;5586;4;Lausanne;2522600;1151500
751;Polygon;5653;CH;Vufflens-le-Château;214;5586;4;Lausanne;2525700;1153300
752;Polygon;5654;CH;Vullierens;684;5586;4;Lausanne;2526700;1158400
753;Polygon;5655;CH;Yens;951;5586;4;Lausanne;2521700;1152400
754;Polygon;5656;CH;Hautemorges;3296;5586;4;Lausanne;2522500;1156200
755;Polygon;5661;CH;Boulens;342;5586;4;Lausanne;2545000;1170300
756;Polygon;5663;CH;Bussy-sur-Moudon;312;5586;4;Lausanne;2552000;1170700
757;Polygon;5665;CH;Chavannes-sur-Moudon;515;5586;4;Lausanne;2551800;1167600
758;Polygon;5673;CH;Hermenches;477;5586;4;Lausanne;2548000;1165800
759;Polygon;5680;CH;Ogens;340;5586;4;Lausanne;2545300;1173600
760;Polygon;5684;CH;Rossenges;108;5586;4;Lausanne;2549100;1167300
761;Polygon;5688;CH;Syens;252;5586;4;Lausanne;2549500;1166300
762;Polygon;5692;CH;Vucherens;328;5586;4;Lausanne;2549100;1163700
763;Polygon;5693;CH;Montanaire;3350;5586;4;Lausanne;2547800;1172700
764;Polygon;57;CH;Freienstein-Teufen;840;261;3;Zürich;2686300;1265100
765;Polygon;5701;CH;Arnex-sur-Nyon;204;T_6621;4;Genève (CH);2504000;1136700
766;Polygon;5702;CH;Arzier-Le Muids;5190;T_6621;4;Genève (CH);2505500;1146100
767;Polygon;5703;CH;Bassins;2078;T_6621;4;Genève (CH);2507400;1146600
768;Polygon;5704;CH;Begnins;479;T_6621;4;Genève (CH);2508700;1144000
769;Polygon;5705;CH;Bogis-Bossey;245;T_6621;3;Genève (CH);2502100;1134400
770;Polygon;5706;CH;Borex;199;T_6621;4;Genève (CH);2502900;1137200
771;Polygon;5707;CH;Chavannes-de-Bogis;286;T_6621;3;Genève (CH);2501700;1133300
772;Polygon;5708;CH;Chavannes-des-Bois;212;T_6621;4;Genève (CH);2499400;1130200
773;Polygon;5709;CH;Chéserex;1058;T_6621;4;Genève (CH);2502800;1139600
774;Polygon;5710;CH;Coinsins;291;T_6621;4;Genève (CH);2507700;1142100
775;Polygon;5711;CH;Commugny;653;T_6621;3;Genève (CH);2502600;1130500
776;Polygon;5712;CH;Coppet;187;T_6621;3;Genève (CH);2504000;1130300
777;Polygon;5713;CH;Crans (VD);431;T_6621;4;Genève (CH);2505000;1134800
778;Polygon;5714;CH;Crassier;203;T_6621;4;Genève (CH);2501900;1136700
779;Polygon;5715;CH;Duillier;411;T_6621;4;Genève (CH);2507300;1140500
780;Polygon;5716;CH;Eysins;238;T_6621;3;Genève (CH);2505200;1137400
781;Polygon;5717;CH;Founex;479;T_6621;3;Genève (CH);2504100;1132100
782;Polygon;5718;CH;Genolier;486;T_6621;4;Genève (CH);2506100;1143300
783;Polygon;5719;CH;Gingins;1256;T_6621;4;Genève (CH);2503100;1140500
784;Polygon;572;CH;Bönigen;1508;581;2;Interlaken;2634900;1170600
785;Polygon;5720;CH;Givrins;396;T_6621;4;Genève (CH);2504900;1142700
786;Polygon;5721;CH;Gland;832;T_6621;3;Genève (CH);2509700;1141700
787;Polygon;5722;CH;Grens;255;T_6621;4;Genève (CH);2504000;1138800
788;Polygon;5723;CH;Mies;346;T_6621;3;Genève (CH);2502200;1128800
789;Polygon;5724;CH;Nyon;680;T_6621;3;Genève (CH);2507700;1137500
790;Polygon;5725;CH;Prangins;607;T_6621;3;Genève (CH);2508500;1138800
791;Polygon;5726;CH;La Rippe;1659;T_6621;4;Genève (CH);2500900;1137500
792;Polygon;5727;CH;Saint-Cergue;2428;T_6621;4;Genève (CH);2501600;1144700
793;Polygon;5728;CH;Signy-Avenex;194;T_6621;4;Genève (CH);2504900;1138400
794;Polygon;5729;CH;Tannay;180;T_6621;3;Genève (CH);2502800;1129400
795;Polygon;5730;CH;Trélex;577;T_6621;4;Genève (CH);2505100;1141200
796;Polygon;5731;CH;Le Vaud;311;T_6621;4;Genève (CH);2507500;1148100
797;Polygon;5732;CH;Vich;155;T_6621;3;Genève (CH);2508700;1142700
798;Polygon;5746;CH;Bavois;935;5586;4;Lausanne;2533300;1170700
799;Polygon;5749;CH;Chavornay;1928;5586;4;Lausanne;2533600;1173100
800;Polygon;575;CH;Därligen;693;581;4;Interlaken;2628300;1167900
801;Polygon;5752;CH;Croy;448;5586;4;Lausanne;2526400;1171900
802;Polygon;5785;CH;Corcelles-le-Jorat;794;5586;4;Lausanne;2546600;1162000
803;Polygon;5790;CH;Maracon;438;5586;4;Lausanne;2556500;1155600
804;Polygon;5792;CH;Montpreveyres;412;5586;4;Lausanne;2546500;1159200
805;Polygon;5798;CH;Ropraz;481;5586;4;Lausanne;2547400;1162800
806;Polygon;5799;CH;Servion;632;5586;4;Lausanne;2549800;1158500
807;Polygon;58;CH;Glattfelden;1229;261;4;Zürich;2680000;1268000
808;Polygon;5803;CH;Vulliens;663;5586;4;Lausanne;2550500;1163500
809;Polygon;5804;CH;Jorat-Menthue;1765;5586;4;Lausanne;2543700;1164100
810;Polygon;5805;CH;Oron;2628;5586;4;Lausanne;2553100;1158000
811;Polygon;5806;CH;Jorat-Mézières;1109;5586;4;Lausanne;2549200;1161800
812;Polygon;581;CH;Interlaken;427;581;1;Interlaken;2632000;1170300
813;Polygon;5816;CH;Corcelles-près-Payerne;1211;95822;6;Payerne;2563600;1186800
814;Polygon;5822;CH;Payerne;2418;95822;6;Payerne;2561700;1185700
815;Polygon;5852;CH;Bursinel;178;T_6621;4;Genève (CH);2512800;1143700
816;Polygon;5853;CH;Bursins;337;T_6621;4;Genève (CH);2511800;1145100
817;Polygon;5855;CH;Dully;165;T_6621;4;Genève (CH);2512300;1143000
818;Polygon;5857;CH;Gilly;776;T_6621;4;Genève (CH);2512300;1145800
819;Polygon;5858;CH;Luins;267;T_6621;4;Genève (CH);2510300;1144000
820;Polygon;5859;CH;Mont-sur-Rolle;386;T_6621;4;Genève (CH);2515400;1147200
821;Polygon;5861;CH;Rolle;274;T_6621;4;Genève (CH);2515300;1145800
822;Polygon;5863;CH;Vinzel;110;T_6621;4;Genève (CH);2510900;1144600
823;Polygon;587;CH;Matten bei Interlaken;591;581;2;Interlaken;2632800;1169700
824;Polygon;588;CH;Niederried bei Interlaken;415;581;4;Interlaken;2637600;1174200
825;Polygon;5882;CH;Chardonne;1031;5890;2;Vevey – Montreux;2553000;1147500
826;Polygon;5883;CH;Corseaux;107;5890;2;Vevey – Montreux;2552900;1147000
827;Polygon;5884;CH;Corsier-sur-Vevey;674;5890;2;Vevey – Montreux;2554200;1146700
828;Polygon;5885;CH;Jongny;216;5890;2;Vevey – Montreux;2554300;1147800
829;Polygon;5886;CH;Montreux;3341;5890;1;Vevey – Montreux;2559500;1142800
830;Polygon;5889;CH;La Tour-de-Peilz;326;5890;2;Vevey – Montreux;2555600;1144800
831;Polygon;5890;CH;Vevey;240;5890;1;Vevey – Montreux;2554400;1145700
832;Polygon;5891;CH;Veytaux;677;5890;2;Vevey – Montreux;2560700;1141100
833;Polygon;5892;CH;Blonay - Saint-Légier;3124;5890;2;Vevey – Montreux;2558200;1146000
834;Polygon;59;CH;Hochfelden;617;261;4;Zürich;2681200;1264100
835;Polygon;590;CH;Ringgenberg (BE);888;581;4;Interlaken;2635000;1172400
836;Polygon;5903;CH;Bioley-Magnoux;429;5586;4;Lausanne;2544400;1175300
837;Polygon;5904;CH;Chamblon;286;5938;4;Yverdon-les-Bains;2536400;1181200
838;Polygon;5905;CH;Champvent;903;5938;4;Yverdon-les-Bains;2533800;1181700
839;Polygon;5909;CH;Cheseaux-Noréaz;590;5938;2;Yverdon-les-Bains;2541400;1181100
840;Polygon;591;CH;Saxeten;1938;581;4;Interlaken;2630100;1165100
841;Polygon;5922;CH;Montagny-près-Yverdon;352;5938;2;Yverdon-les-Bains;2536900;1182600
842;Polygon;5924;CH;Orges;402;5938;4;Yverdon-les-Bains;2535100;1184400
843;Polygon;5926;CH;Pomy;562;5938;4;Yverdon-les-Bains;2541200;1179000
844;Polygon;593;CH;Unterseen;1399;581;2;Interlaken;2631200;1170400
845;Polygon;5931;CH;Treycovagnes;208;5938;4;Yverdon-les-Bains;2536600;1180600
846;Polygon;5933;CH;Valeyres-sous-Montagny;228;5938;2;Yverdon-les-Bains;2536700;1183400
847;Polygon;5935;CH;Villars-Epeney;86;5938;4;Yverdon-les-Bains;2543300;1181400
848;Polygon;5937;CH;Vugelles-La Mothe;307;5938;4;Yverdon-les-Bains;2534300;1186200
849;Polygon;5938;CH;Yverdon-les-Bains;1354;5938;1;Yverdon-les-Bains;2539000;1181200
850;Polygon;5939;CH;Yvonand;1341;5938;4;Yverdon-les-Bains;2546900;1183500
851;Polygon;594;CH;Wilderswil;1319;581;4;Interlaken;2632600;1168000
852;Polygon;60;CH;Höri;479;261;3;Zürich;2680600;1262400
853;Polygon;6002;CH;Brig-Glis;3766;6002;1;Brig – Visp;2642400;1129600
854;Polygon;6004;CH;Eggerberg;605;6002;4;Brig – Visp;2634000;1128900
855;Polygon;6007;CH;Naters;14722;6002;2;Brig – Visp;2642300;1130700
856;Polygon;6008;CH;Ried-Brig;4757;6002;4;Brig – Visp;2644500;1129500
857;Polygon;6010;CH;Termen;1865;6002;4;Brig – Visp;2645000;1131000
858;Polygon;6011;CH;Zwischbergen;8603;6002;4;Brig – Visp;2654200;1116200
859;Polygon;6021;CH;Ardon;2039;6266;3;Sion;2586000;1117800
860;Polygon;6023;CH;Conthey;8495;6266;3;Sion;2589700;1119900
861;Polygon;6024;CH;Nendaz;8596;6266;4;Sion;2589700;1115200
862;Polygon;6025;CH;Vétroz;1043;6266;3;Sion;2587900;1119400
863;Polygon;603;CH;Biglen;359;351;4;Bern;2614400;1197300
864;Polygon;608;CH;Grosshöchstetten;693;351;4;Bern;2615200;1195100
865;Polygon;6082;CH;Ayent;5533;6266;4;Sion;2597600;1125000
866;Polygon;6084;CH;Hérémence;10746;6266;4;Sion;2597400;1114300
867;Polygon;6087;CH;Saint-Martin (VS);3700;6266;4;Sion;2600400;1113500
868;Polygon;6089;CH;Vex;1305;6266;4;Sion;2596800;1117800
869;Polygon;609;CH;Häutligen;307;351;4;Bern;2612700;1189600
870;Polygon;6090;CH;Mont-Noble;4345;6266;4;Sion;2599200;1119700
871;Polygon;61;CH;Hüntwangen;491;261;4;Zürich;2679200;1272200
872;Polygon;610;CH;Herbligen;276;351;4;Bern;2612800;1186400
873;Polygon;611;CH;Kiesen;469;351;4;Bern;2611000;1185400
874;Polygon;612;CH;Konolfingen;1277;351;4;Bern;2613900;1192000
875;Polygon;6131;CH;Bovernier;1307;6136;4;Martigny;2572800;1103200
876;Polygon;6136;CH;Martigny;3259;6136;1;Martigny;2571500;1105300
877;Polygon;6137;CH;Martigny-Combe;3741;6136;2;Martigny;2569000;1105000
878;Polygon;6152;CH;Collombey-Muraz;2975;6153;2;Monthey;2560600;1125300
879;Polygon;6153;CH;Monthey;2870;6153;1;Monthey;2562300;1122500
880;Polygon;6156;CH;Troistorrents;3696;6153;2;Monthey;2559800;1119800
881;Polygon;616;CH;Münsingen;1577;351;3;Bern;2609400;1191500
882;Polygon;617;CH;Niederhünigen;542;351;4;Bern;2615200;1191800
883;Polygon;6172;CH;Bister;581;6002;4;Brig – Visp;2648200;1134500
884;Polygon;6173;CH;Bitsch;579;6002;4;Brig – Visp;2643900;1132100
885;Polygon;6177;CH;Grengiols;5852;6002;4;Brig – Visp;2650400;1135900
886;Polygon;6191;CH;Ausserberg;1501;6002;4;Brig – Visp;2631800;1129300
887;Polygon;6193;CH;Bürchen;1347;6002;4;Brig – Visp;2628900;1125900
888;Polygon;6194;CH;Eischoll;1409;6002;4;Brig – Visp;2626300;1127000
889;Polygon;6198;CH;Niedergesteln;1762;6002;4;Brig – Visp;2626400;1129200
890;Polygon;6199;CH;Raron;3038;6002;4;Brig – Visp;2627900;1128900
891;Polygon;62;CH;Kloten;1927;261;2;Zürich;2686300;1256300
892;Polygon;6201;CH;Unterbäch;2208;6002;4;Brig – Visp;2627800;1126000
893;Polygon;6203;CH;Mörel-Filet;855;6002;4;Brig – Visp;2646700;1134100
894;Polygon;6215;CH;Massongex;664;6153;4;Monthey;2565400;1121300
895;Polygon;622;CH;Oppligen;340;351;4;Bern;2612200;1185600
896;Polygon;623;CH;Rubigen;692;351;4;Bern;2608200;1194200
897;Polygon;6232;CH;Chalais;2434;6248;4;Sierre;2605300;1123800
898;Polygon;6235;CH;Chippis;197;6248;2;Sierre;2608000;1125300
899;Polygon;6238;CH;Grône;2072;6266;4;Sion;2601300;1122200
900;Polygon;6239;CH;Icogne;2483;6266;4;Sion;2600000;1126600
901;Polygon;6246;CH;Saint-Léonard;388;6266;4;Sion;2598500;1122500
902;Polygon;6248;CH;Sierre;1913;6248;1;Sierre;2607300;1127000
903;Polygon;6253;CH;Crans-Montana;5966;96253;6;Crans-Montana;2604400;1129400
904;Polygon;6254;CH;Noble-Contrée;650;6248;2;Sierre;2607000;1128400
905;Polygon;6261;CH;Arbaz;1917;6266;4;Sion;2595800;1124600
906;Polygon;6263;CH;Grimisuat;445;6266;2;Sion;2595800;1123200
907;Polygon;6265;CH;Savièse;7098;6266;2;Sion;2593000;1122000
908;Polygon;6266;CH;Sion;3486;6266;1;Sion;2594000;1120100
909;Polygon;6267;CH;Veysonnaz;114;6266;4;Sion;2592200;1116100
910;Polygon;627;CH;Worb;2108;351;4;Bern;2609500;1197600
911;Polygon;628;CH;Zäziwil;541;351;4;Bern;2616900;1194500
912;Polygon;6281;CH;Baltschieder;3134;6002;2;Brig – Visp;2632800;1128700
913;Polygon;6282;CH;Eisten;3801;6002;4;Brig – Visp;2635100;1116600
914;Polygon;6283;CH;Embd;1339;6002;4;Brig – Visp;2630700;1118300
915;Polygon;6286;CH;Lalden;130;6002;2;Brig – Visp;2635800;1127700
916;Polygon;6293;CH;Stalden (VS);1050;6002;4;Brig – Visp;2633300;1120300
917;Polygon;6294;CH;Staldenried;1427;6002;4;Brig – Visp;2634200;1119900
918;Polygon;6296;CH;Törbel;1751;6002;4;Brig – Visp;2631800;1120800
919;Polygon;6297;CH;Visp;1320;6002;1;Brig – Visp;2634300;1126900
920;Polygon;6298;CH;Visperterminen;5163;6002;4;Brig – Visp;2635800;1123100
921;Polygon;6299;CH;Zeneggen;756;6002;4;Brig – Visp;2632900;1124700
922;Polygon;63;CH;Lufingen;518;261;4;Zürich;2687200;1260500
923;Polygon;630;CH;Allmendingen;381;351;4;Bern;2606600;1195900
924;Polygon;6300;CH;Zermatt;24291;96300;6;Zermatt;2623900;1096500
925;Polygon;632;CH;Wichtrach;1160;351;4;Bern;2610500;1188700
926;Polygon;64;CH;Nürensdorf;1004;261;4;Zürich;2691300;1255800
927;Polygon;6404;CH;Boudry;1676;6458;4;Neuchâtel;2554300;1200000
928;Polygon;6408;CH;Cortaillod;368;6458;4;Neuchâtel;2554900;1199200
929;Polygon;6413;CH;Rochefort;2585;6458;4;Neuchâtel;2552200;1203200
930;Polygon;6416;CH;Milvignes;879;6458;4;Neuchâtel;2556000;1201800
931;Polygon;6421;CH;La Chaux-de-Fonds;5571;T_6421;1;La Chaux-de-Fonds – Le Locle (CH);2553400;1216900
932;Polygon;6422;CH;Les Planchettes;1173;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2549300;1217500
933;Polygon;6423;CH;La Sagne;2555;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2551400;1210000
934;Polygon;6434;CH;Le Cerneux-Péquignot;1570;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2541200;1207600
935;Polygon;6435;CH;La Chaux-du-Milieu;1731;T_6421;4;La Chaux-de-Fonds – Le Locle (CH);2544000;1207200
936;Polygon;6436;CH;Le Locle;3466;T_6421;3;La Chaux-de-Fonds – Le Locle (CH);2547600;1212000
937;Polygon;6451;CH;Cornaux;473;6458;4;Neuchâtel;2568200;1209800
938;Polygon;6452;CH;Cressier (NE);857;6458;4;Neuchâtel;2569500;1211200
939;Polygon;6453;CH;Enges;958;6458;4;Neuchâtel;2567600;1211800
940;Polygon;6454;CH;Hauterive (NE);213;6458;2;Neuchâtel;2564500;1207100
941;Polygon;6455;CH;Le Landeron;1028;6458;4;Neuchâtel;2571600;1211600
942;Polygon;6456;CH;Lignières;1252;6458;4;Neuchâtel;2571600;1214700
943;Polygon;6458;CH;Neuchâtel;3008;6458;1;Neuchâtel;2561300;1204700
944;Polygon;6459;CH;Saint-Blaise;886;6458;2;Neuchâtel;2565600;1207100
945;Polygon;6461;CH;La Tène;529;6458;2;Neuchâtel;2567200;1206900
946;Polygon;65;CH;Oberembrach;1026;261;4;Zürich;2688900;1260300
947;Polygon;66;CH;Opfikon;559;261;2;Zürich;2685900;1254100
948;Polygon;6601;CH;Aire-la-Ville;293;T_6621;4;Genève (CH);2492300;1116400
949;Polygon;6602;CH;Anières;385;T_6621;4;Genève (CH);2506300;1125700
950;Polygon;6603;CH;Avully;462;T_6621;4;Genève (CH);2489000;1114200
951;Polygon;6604;CH;Avusy;517;T_6621;4;Genève (CH);2489600;1111300
952;Polygon;6605;CH;Bardonnex;500;T_6621;4;Genève (CH);2497000;1111800
953;Polygon;6606;CH;Bellevue;436;T_6621;4;Genève (CH);2501000;1123500
954;Polygon;6607;CH;Bernex;1295;T_6621;2;Genève (CH);2494600;1114700
955;Polygon;6608;CH;Carouge (GE);270;T_6621;2;Genève (CH);2499700;1115600
956;Polygon;6609;CH;Cartigny;438;T_6621;4;Genève (CH);2490400;1114600
957;Polygon;6610;CH;Céligny;466;T_6621;4;Genève (CH);2504300;1134000
958;Polygon;6611;CH;Chancy;538;T_6621;4;Genève (CH);2486700;1112000
959;Polygon;6612;CH;Chêne-Bougeries;414;T_6621;2;Genève (CH);2503400;1117000
960;Polygon;6613;CH;Chêne-Bourg;128;T_6621;2;Genève (CH);2504000;1116600
961;Polygon;6614;CH;Choulex;391;T_6621;4;Genève (CH);2506400;1120000
962;Polygon;6615;CH;Collex-Bossy;689;T_6621;4;Genève (CH);2498400;1125200
963;Polygon;6616;CH;Collonge-Bellerive;612;T_6621;2;Genève (CH);2504400;1121800
964;Polygon;6617;CH;Cologny;365;T_6621;2;Genève (CH);2503100;1119200
965;Polygon;6618;CH;Confignon;277;T_6621;2;Genève (CH);2495500;1114500
966;Polygon;6619;CH;Corsier (GE);274;T_6621;4;Genève (CH);2506400;1124200
967;Polygon;662;CH;Ferenbalm;913;351;4;Bern;2582700;1198800
968;Polygon;6620;CH;Dardagny;860;T_6621;4;Genève (CH);2488600;1116900
969;Polygon;6621;CH;Genève;1593;T_6621;1;Genève (CH);2500000;1117900
970;Polygon;6622;CH;Genthod;287;T_6621;4;Genève (CH);2501100;1124600
971;Polygon;6623;CH;Le Grand-Saconnex;438;T_6621;2;Genève (CH);2498600;1121100
972;Polygon;6624;CH;Gy;329;T_6621;4;Genève (CH);2508900;1123000
973;Polygon;6625;CH;Hermance;144;T_6621;4;Genève (CH);2508000;1128500
974;Polygon;6626;CH;Jussy;1135;T_6621;4;Genève (CH);2509500;1121000
975;Polygon;6627;CH;Laconnex;383;T_6621;4;Genève (CH);2491700;1112600
976;Polygon;6628;CH;Lancy;477;T_6621;2;Genève (CH);2498100;1116300
977;Polygon;6629;CH;Meinier;695;T_6621;4;Genève (CH);2507100;1122400
978;Polygon;663;CH;Frauenkappelen;929;351;4;Bern;2592300;1200400
979;Polygon;6630;CH;Meyrin;994;T_6621;2;Genève (CH);2494600;1120600
980;Polygon;6631;CH;Onex;281;T_6621;2;Genève (CH);2496500;1115500
981;Polygon;6632;CH;Perly-Certoux;254;T_6621;4;Genève (CH);2495800;1112600
982;Polygon;6633;CH;Plan-les-Ouates;585;T_6621;2;Genève (CH);2498000;1113900
